Nfa_float_q64_pw0    Nfa_float_q64_pw1    Nfa_float_q64_pw2    Nfa_float_q64_pw4    Nfa_float_q64_pw8    Nfa_int16_q64_pw0    Nfa_int16_q64_pw1    Nfa_int16_q64_pw2    Nfa_int16_q64_pw4    Nfa_int16_q64_pw8    Nmd_float_q64_pw0    Nmd_float_q64_pw1    Nmd_float_q64_pw2    Nmd_float_q64_pw4    Nmd_float_q64_pw8    Nmd_int16_q64_pw0    Nmd_int16_q64_pw1    Nmd_int16_q64_pw2    Nmd_int16_q64_pw4    Nmd_int16_q64_pw8    Pfa_float_q64_pw0    Pfa_float_q64_pw1    Pfa_float_q64_pw2    Pfa_float_q64_pw4    Pfa_float_q64_pw8    Pfa_int16_q64_pw0    Pfa_int16_q64_pw1    Pfa_int16_q64_pw2    Pfa_int16_q64_pw4    Pfa_int16_q64_pw8    Pmd_float_q64_pw0    Pmd_float_q64_pw1    Pmd_float_q64_pw2    Pmd_float_q64_pw4    Pmd_float_q64_pw8    Pmd_int16_q64_pw0    Pmd_int16_q64_pw1    Pmd_int16_q64_pw2    Pmd_int16_q64_pw4    Pmd_int16_q64_pw8    
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1153                 145294               89565                14356                12427                38630                142220               202374               91693                69394                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0003022            0.4111364            0.0442847            0.0050616            0.0042600            0.0124067            0.4835919            0.1485256            0.0431933            0.0305274            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1718                 144102               104849               19287                16732                40865                143322               276641               111193               84482                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0004740            0.4255466            0.0547696            0.0069903            0.0059332            0.0164932            0.4979241            0.1761897            0.0543126            0.0389756            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2576                 144552               122809               25200                22436                51048                144843               240754               130726               74717                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0007316            0.4400018            0.0670505            0.0095103            0.0081768            0.0215980            0.5124084            0.2002651            0.0673852            0.0464473            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3834                 145544               139951               32674                29488                63648                146428               255247               153065               115801               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0011150            0.4545562            0.0810456            0.0127777            0.0111256            0.0279628            0.5270512            0.2257898            0.0826917            0.0580274            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    5489                 146125               158054               41524                37988                99404                147859               269779               177075               137223               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0016639            0.4691687            0.0968510            0.0169301            0.0149244            0.0379032            0.5418371            0.2527677            0.1003992            0.0717497            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8036                 147342               176329               52525                48731                98629                188910               283090               202753               159860               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0024675            0.4839029            0.1144839            0.0221826            0.0197975            0.0477661            0.5607281            0.2810767            0.1206745            0.0877357            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    11289                149426               196154               65682                60862                117763               154025               295561               227356               183704               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0035964            0.4988455            0.1340993            0.0287508            0.0258837            0.0595424            0.5761306            0.3106328            0.1434101            0.1061061            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    15114                151757               214460               80644                75129                138072               155867               305107               252451               209149               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0051078            0.5140212            0.1555453            0.0368152            0.0333966            0.0733496            0.5917173            0.3411435            0.1686552            0.1270210            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    20626                152415               232293               97130                91893                204052               158658               314182               278806               233510               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0071704            0.5292627            0.1787746            0.0465282            0.0425859            0.0937548            0.6075831            0.3725617            0.1965358            0.1503720            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    27656                155683               251239               116857               110807               190540               161309               322464               301514               258803               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0099360            0.5448310            0.2038985            0.0582139            0.0536666            0.1128088            0.6237140            0.4048081            0.2266872            0.1762523            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    36585                158438               267735               137976               131494               214701               205231               327635               325056               283891               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0135945            0.5606748            0.2306720            0.0720115            0.0668160            0.1342789            0.6442371            0.4375716            0.2591928            0.2046414            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    46364                162319               283026               161604               155499               303890               166772               330461               345586               308766               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0182309            0.5769067            0.2589746            0.0881719            0.0823659            0.1646679            0.6609143            0.4706177            0.2937514            0.2355180            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    59770                165216               297077               185359               180102               271296               167968               331587               364183               330320               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0242079            0.5934283            0.2886823            0.1067078            0.1003761            0.1917975            0.6777111            0.5037764            0.3301697            0.2685500            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    74792                168734               312541               210960               206964               295606               169579               332067               377512               261008               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0316871            0.6103017            0.3199364            0.1278038            0.1210725            0.2213581            0.6946690            0.5369831            0.3679209            0.2946508            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    93536                172771               322999               236386               233891               317732               170128               411060               387476               363455               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0410407            0.6275788            0.3522363            0.1514424            0.1444616            0.2531313            0.7116818            0.5780891            0.4066685            0.3309963            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    113549               174893               333252               263376               261788               425613               170852               320433               395517               377296               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0523956            0.6450681            0.3855615            0.1777800            0.1706404            0.2956926            0.7287670            0.6101324            0.4462202            0.3687259            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    136419               178594               341330               289060               289452               360897               213229               314475               398938               389144               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0660375            0.6629275            0.4196945            0.2066860            0.1995856            0.3317823            0.7500899            0.6415799            0.4861140            0.4076403            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    161680               181649               347210               313377               315567               375930               168951               304726               398398               396606               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0822055            0.6810924            0.4544155            0.2380237            0.2311423            0.3693753            0.7669850            0.6720525            0.5259538            0.4473009            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    188953               183721               349793               337159               341221               385061               167171               295219               392155               399586               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.1011008            0.6994645            0.4893948            0.2717396            0.2652644            0.4078814            0.7837021            0.7015744            0.5651693            0.4872595            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    217611               184761               350832               358766               362329               491814               163794               282882               385238               398906               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.1228619            0.7179406            0.5244780            0.3076162            0.3014973            0.4570628            0.8000815            0.7298626            0.6036931            0.5271501            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    247218               185742               350685               376238               383096               395567               160043               268259               374449               394176               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.1475837            0.7365148            0.5595465            0.3452400            0.3398069            0.4966195            0.8160858            0.7566885            0.6411380            0.5665677            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    277518               185601               346765               392349               397839               395332               154444               254360               359121               385841               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.1753355            0.7550749            0.5942230            0.3844749            0.3795908            0.5361527            0.8315302            0.7821245            0.6770501            0.6051518            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    307414               184536               340409               401558               409741               389575               186644               237973               341312               373978               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.2060769            0.7735285            0.6282639            0.4246307            0.4205649            0.5751102            0.8501946            0.8059218            0.7111813            0.6425496            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    336465               182052               332005               407085               417216               473694               141891               222056               321076               358892               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.2397234            0.7917337            0.6614644            0.4653392            0.4622865            0.6224796            0.8643837            0.8281274            0.7432889            0.6784388            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    362978               179545               321039               410836               420718               365748               134720               204440               300305               257581               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.2760212            0.8096882            0.6935683            0.5064228            0.5043583            0.6590544            0.8778557            0.8485714            0.7733194            0.7041969            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    386787               173883               307534               408427               419367               349697               127512               188336               278748               326749               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.3146999            0.8270765            0.7243217            0.5472655            0.5462950            0.6940241            0.8906069            0.8674050            0.8011942            0.7368718            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    407822               168784               293842               402045               411801               330984               119457               171223               255224               305731               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.3554821            0.8439549            0.7537059            0.5874700            0.5874751            0.7271225            0.9025526            0.8845273            0.8267166            0.7674449            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    422803               160619               275588               390297               401791               384540               137890               191897               232611               284218               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.3977624            0.8600168            0.7812647            0.6264997            0.6276542            0.7655765            0.9163416            0.9037170            0.8499777            0.7958667            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    434014               152818               258665               377013               387136               284315               100611               135048               209893               261432               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.4411638            0.8752986            0.8071312            0.6642010            0.6663678            0.7940080            0.9264027            0.9172218            0.8709670            0.8220099            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    439771               144394               240151               359863               368546               260610               92027                121439               187702               238599               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.4851409            0.8897380            0.8311463            0.7001873            0.7032224            0.8200690            0.9356054            0.9293657            0.8897372            0.8458698            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    439655               134732               220140               340339               347748               239099               84408                106741               166630               215422               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.5291064            0.9032112            0.8531603            0.7342212            0.7379972            0.8439789            0.9440462            0.9400398            0.9064002            0.8674120            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    434957               123759               200528               319342               324991               266578               75962                93708                111819               192819               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.5726021            0.9155871            0.8732131            0.7661554            0.7704963            0.8706367            0.9516424            0.9494106            0.9175821            0.8866939            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    425848               113925               181935               296106               300089               188491               68291                81457                133029               171625               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.6151869            0.9269796            0.8914066            0.7957660            0.8005052            0.8894858            0.9584715            0.9575563            0.9308850            0.9038564            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    410951               103406               162822               271709               274433               167193               74862                70948                115424               150880               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.6562820            0.9373202            0.9076888            0.8229369            0.8279485            0.9062051            0.9659577            0.9646511            0.9424274            0.9189444            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    393009               93210                144864               247037               247847               147171               52184                61091                99289                131625               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.6955829            0.9466412            0.9221752            0.8476406            0.8527332            0.9209222            0.9711761            0.9707602            0.9523563            0.9321069            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    369951               82981                126974               222416               222490               158485               45529                51846                84753                87142                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.7325780            0.9549393            0.9348726            0.8698822            0.8749822            0.9367707            0.9757290            0.9759448            0.9608316            0.9408211            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    345007               73501                110459               197923               197665               106753               39446                43720                71402                101756               0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.7670787            0.9622894            0.9459185            0.8896745            0.8947487            0.9474460            0.9796736            0.9803168            0.9679718            0.9509967            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    318147               63928                94860                175935               174516               91964                34014                36680                60216                87052                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.7988934            0.9686822            0.9554045            0.9072680            0.9122003            0.9566424            0.9830750            0.9839848            0.9739934            0.9597019            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    288145               55186                81474                153099               151194               78459                29526                30829                50088                73675                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.8277079            0.9742008            0.9635519            0.9225779            0.9273197            0.9644883            0.9860276            0.9870677            0.9790022            0.9670694            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    261439               47459                68744                133100               130421               80766                30648                25684                41868                62183                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.8538518            0.9789467            0.9704263            0.9358879            0.9403618            0.9725649            0.9890924            0.9896361            0.9831890            0.9732877            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    231776               40253                57604                114495               110664               53055                20138                25489                34515                52057                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.8770294            0.9829720            0.9761867            0.9473374            0.9514282            0.9778704            0.9911062            0.9921850            0.9866405            0.9784934            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    204314               33782                48319                97327                93509                43906                16789                16203                27857                42464                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.8974608            0.9863502            0.9810186            0.9570701            0.9607791            0.9822610            0.9927851            0.9938053            0.9894262            0.9827398            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    178075               27886                39503                81967                78137                36198                13987                13388                22404                35493                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9152683            0.9891388            0.9849689            0.9652668            0.9685928            0.9858808            0.9941838            0.9951441            0.9916666            0.9862891            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    153910               23196                32276                68429                64741                35935                11551                10574                18172                28712                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9306593            0.9914584            0.9881965            0.9721097            0.9750669            0.9894743            0.9953389            0.9962015            0.9934838            0.9891603            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    131218               18624                26324                56582                52914                22445                11659                8438                 14521                23527                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9437811            0.9933208            0.9908289            0.9777679            0.9803583            0.9917188            0.9965048            0.9970453            0.9949359            0.9915130            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    110162               14952                20787                46444                42956                18329                7331                 6728                 11500                18534                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9547973            0.9948160            0.9929076            0.9824123            0.9846539            0.9935517            0.9972379            0.9977181            0.9960859            0.9933664            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    91901                12247                16748                37942                34624                14612                5995                 5353                 9121                 11544                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9639874            0.9960407            0.9945824            0.9862065            0.9881163            0.9950129            0.9978374            0.9982534            0.9969980            0.9945208            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    75585                9614                 12975                30555                27542                14078                4793                 4212                 7188                 12630                0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9715459            0.9970021            0.9958799            0.9892620            0.9908705            0.9964207            0.9983167            0.9986746            0.9977168            0.9957838            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    62249                7426                 10132                24549                21712                8393                 3854                 3226                 5623                 9710                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9777708            0.9977447            0.9968931            0.9917169            0.9930417            0.9972600            0.9987021            0.9989972            0.9982791            0.9967548            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    49650                5702                 7882                 19126                17167                6562                 3090                 2398                 4289                 7794                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9827358            0.9983149            0.9976813            0.9936295            0.9947584            0.9979162            0.9990111            0.9992370            0.9987080            0.9975342            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    40290                4325                 6014                 15309                13200                5085                 2800                 1853                 3248                 5890                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9867648            0.9987474            0.9982827            0.9951604            0.9960784            0.9984247            0.9992911            0.9994223            0.9990328            0.9981232            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    31525                3413                 4639                 11883                10092                4876                 1716                 1470                 2558                 4683                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9899173            0.9990887            0.9987466            0.9963487            0.9970876            0.9989123            0.9994627            0.9995693            0.9992886            0.9985915            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    24901                2503                 3406                 9195                 7601                 2821                 1258                 1107                 1836                 3577                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9924074            0.9993390            0.9990872            0.9972682            0.9978477            0.9991944            0.9995885            0.9996800            0.9994722            0.9989492            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    19172                1843                 2517                 7070                 5821                 2160                 1075                 1011                 1407                 2680                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9943246            0.9995233            0.9993389            0.9979752            0.9984298            0.9994104            0.9996960            0.9997811            0.9996129            0.9992172            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    14757                1336                 1869                 5322                 4329                 1524                 797                  617                  1054                 2041                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9958003            0.9996569            0.9995258            0.9985074            0.9988627            0.9995628            0.9997757            0.9998428            0.9997183            0.9994213            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    11077                1010                 1376                 4022                 3141                 1395                 612                  419                  733                  1548                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9969080            0.9997579            0.9996634            0.9989096            0.9991768            0.9997023            0.9998369            0.9998847            0.9997916            0.9995761            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8519                 739                  986                  2946                 2350                 853                  544                  327                  569                  1205                 0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9977599            0.9998318            0.9997620            0.9992042            0.9994118            0.9997876            0.9998913            0.9999174            0.9998485            0.9996966            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    6243                 530                  740                  2212                 1735                 560                  297                  244                  462                  672                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9983842            0.9998848            0.9998360            0.9994254            0.9995853            0.9998436            0.9999210            0.9999418            0.9998947            0.9997638            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4686                 346                  539                  1649                 1242                 427                  207                  196                  271                  661                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9988528            0.9999194            0.9998899            0.9995903            0.9997095            0.9998863            0.9999417            0.9999614            0.9999218            0.9998299            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3360                 234                  333                  1240                 892                  414                  180                  112                  249                  461                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9991888            0.9999428            0.9999232            0.9997143            0.9997987            0.9999277            0.9999597            0.9999726            0.9999467            0.9998760            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2443                 180                  249                  825                  662                  226                  111                  77                   159                  386                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9994331            0.9999608            0.9999481            0.9997968            0.9998649            0.9999503            0.9999708            0.9999803            0.9999626            0.9999146            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1695                 135                  166                  635                  413                  158                  101                  47                   105                  254                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9996026            0.9999743            0.9999647            0.9998603            0.9999062            0.9999661            0.9999809            0.9999850            0.9999731            0.9999400            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1276                 88                   105                  422                  294                  116                  60                   41                   82                   177                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9997302            0.9999831            0.9999752            0.9999025            0.9999356            0.9999777            0.9999869            0.9999891            0.9999813            0.9999577            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    830                  55                   88                   317                  211                  97                   35                   38                   67                   140                  0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9998132            0.9999886            0.9999840            0.9999342            0.9999567            0.9999874            0.9999904            0.9999929            0.9999880            0.9999717            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    609                  47                   55                   197                  127                  42                   17                   20                   36                   88                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9998741            0.9999933            0.9999895            0.9999539            0.9999694            0.9999916            0.9999921            0.9999949            0.9999916            0.9999805            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    399                  33                   44                   151                  100                  38                   34                   14                   29                   64                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999140            0.9999966            0.9999939            0.9999690            0.9999794            0.9999954            0.9999955            0.9999963            0.9999945            0.9999869            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    269                  16                   19                   82                   64                   7                    14                   16                   20                   35                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999409            0.9999982            0.9999958            0.9999772            0.9999858            0.9999961            0.9999969            0.9999979            0.9999965            0.9999904            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    204                  4                    15                   84                   45                   16                   22                   10                   14                   38                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999613            0.9999986            0.9999973            0.9999856            0.9999903            0.9999977            0.9999991            0.9999989            0.9999979            0.9999942            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    150                  7                    13                   46                   38                   8                    1                    3                    4                    12                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999763            0.9999993            0.9999986            0.9999902            0.9999941            0.9999985            0.9999992            0.9999992            0.9999983            0.9999954            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    87                   5                    5                    32                   25                   6                    3                    2                    7                    14                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999850            0.9999998            0.9999991            0.9999934            0.9999966            0.9999991            0.9999995            0.9999994            0.9999990            0.9999968            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    58                   0                    4                    24                   12                   4                    3                    2                    2                    12                   0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999908            0.9999998            0.9999995            0.9999958            0.9999978            0.9999995            0.9999998            0.9999996            0.9999992            0.9999980            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    31                   0                    3                    15                   11                   2                    0                    0                    3                    7                    0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999939            0.9999998            0.9999998            0.9999973            0.9999989            0.9999997            0.9999998            0.9999996            0.9999995            0.9999987            
0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    21                   0                    0                    8                    1                    1                    0                    2                    2                    5                    0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000            0.9999960            0.9999998            0.9999998            0.9999981            0.9999990            0.9999998            0.9999998            0.9999998            0.9999997            0.9999992            
