0.000000000000000000e+00 8.853964600151106312e-01 2.959102172851562500e+02 2.833446960449218750e+02 1.623639869689941406e+01
1.000000000000000000e+00 8.853964600151106312e-01 2.972052612304687500e+02 2.859075317382812500e+02 1.635838127136230469e+01
2.000000000000000000e+00 8.853964600151106312e-01 2.989846801757812500e+02 2.865986938476562500e+02 1.637360191345214844e+01
3.000000000000000000e+00 8.853964600151106312e-01 3.020628662109375000e+02 2.897646484375000000e+02 1.652725219726562500e+01
4.000000000000000000e+00 8.853964600151106312e-01 2.911879882812500000e+02 2.793946533203125000e+02 1.591193485260009766e+01
5.000000000000000000e+00 8.853964600151106312e-01 2.940879821777343750e+02 2.824237060546875000e+02 1.608303070068359375e+01
6.000000000000000000e+00 8.853964600151106312e-01 2.914218139648437500e+02 2.801973266601562500e+02 1.594216632843017578e+01
7.000000000000000000e+00 8.853964600151106312e-01 2.990194091796875000e+02 2.875652160644531250e+02 1.637702178955078125e+01
8.000000000000000000e+00 8.853964600151106312e-01 3.028050842285156250e+02 2.913381652832031250e+02 1.654978561401367188e+01
9.000000000000000000e+00 8.853964600151106312e-01 2.928268737792968750e+02 2.818939208984375000e+02 1.598839378356933594e+01
1.000000000000000000e+01 8.853964600151106312e-01 2.859333190917968750e+02 2.753330993652343750e+02 1.563016700744628906e+01
1.100000000000000000e+01 8.853964600151106312e-01 2.793671875000000000e+02 2.693616333007812500e+02 1.532884597778320312e+01
1.200000000000000000e+01 8.853964600151106312e-01 2.689145202636718750e+02 2.592985534667968750e+02 1.471838760375976562e+01
1.300000000000000000e+01 8.853964600151106312e-01 2.695727539062500000e+02 2.603689575195312500e+02 1.474996280670166016e+01
1.400000000000000000e+01 8.853964600151106312e-01 2.690530090332031250e+02 2.597760314941406250e+02 1.476420593261718750e+01
1.500000000000000000e+01 8.853964600151106312e-01 2.721123657226562500e+02 2.628548583984375000e+02 1.493810844421386719e+01
1.600000000000000000e+01 8.853964600151106312e-01 2.688306274414062500e+02 2.596693115234375000e+02 1.478684234619140625e+01
