0.000000000000000000e+00,2.350498657226562500e+02,2.350498657226562500e+02,2.350498657226562500e+02,2.350498657226562500e+02
1.000000000000000000e+00,2.360785369873046875e+02,2.360785369873046875e+02,2.360785369873046875e+02,2.360785369873046875e+02
2.000000000000000000e+00,2.374919433593750000e+02,2.374919433593750000e+02,2.374919433593750000e+02,2.374919433593750000e+02
3.000000000000000000e+00,2.399370727539062500e+02,2.399370727539062500e+02,2.399370727539062500e+02,2.399370727539062500e+02
4.000000000000000000e+00,2.312988128662109375e+02,2.312988128662109375e+02,2.312988128662109375e+02,2.312988128662109375e+02
5.000000000000000000e+00,2.336023864746093750e+02,2.336023864746093750e+02,2.336023864746093750e+02,2.336023864746093750e+02
6.000000000000000000e+00,2.314845733642578125e+02,2.314845733642578125e+02,2.314845733642578125e+02,2.314845733642578125e+02
7.000000000000000000e+00,2.375195312500000000e+02,2.375195312500000000e+02,2.375195312500000000e+02,2.375195312500000000e+02
8.000000000000000000e+00,2.405266265869140625e+02,2.405266265869140625e+02,2.405266265869140625e+02,2.405266265869140625e+02
9.000000000000000000e+00,2.326006774902343750e+02,2.326006774902343750e+02,2.326006774902343750e+02,2.326006774902343750e+02
1.000000000000000000e+01,2.271248931884765625e+02,2.271248931884765625e+02,2.271248931884765625e+02,2.271248931884765625e+02
1.100000000000000000e+01,2.219092559814453125e+02,2.219092559814453125e+02,2.219092559814453125e+02,2.219092559814453125e+02
1.200000000000000000e+01,2.136064147949218750e+02,2.136064147949218750e+02,2.136064147949218750e+02,2.136064147949218750e+02
1.300000000000000000e+01,2.141292419433593750e+02,2.141292419433593750e+02,2.141292419433593750e+02,2.141292419433593750e+02
1.400000000000000000e+01,2.137164001464843750e+02,2.137164001464843750e+02,2.137164001464843750e+02,2.137164001464843750e+02
1.500000000000000000e+01,2.161465148925781250e+02,2.161465148925781250e+02,2.161465148925781250e+02,2.161465148925781250e+02
1.600000000000000000e+01,2.135397949218750000e+02,2.135397949218750000e+02,2.135397949218750000e+02,2.135397949218750000e+02
1.700000000000000000e+01,2.086770019531250000e+02,2.086770019531250000e+02,2.086770019531250000e+02,2.086770019531250000e+02
1.800000000000000000e+01,2.114468383789062500e+02,2.114468383789062500e+02,2.114468383789062500e+02,2.114468383789062500e+02
1.900000000000000000e+01,2.181977844238281250e+02,2.181977844238281250e+02,2.181977844238281250e+02,2.181977844238281250e+02
2.000000000000000000e+01,2.198666076660156250e+02,2.198666076660156250e+02,2.198666076660156250e+02,2.198666076660156250e+02
2.100000000000000000e+01,2.128250427246093750e+02,2.128250427246093750e+02,2.128250427246093750e+02,2.128250427246093750e+02
2.200000000000000000e+01,2.159654235839843750e+02,2.159654235839843750e+02,2.159654235839843750e+02,2.159654235839843750e+02
2.300000000000000000e+01,2.165206146240234375e+02,2.165206146240234375e+02,2.165206146240234375e+02,2.165206146240234375e+02
2.400000000000000000e+01,2.160501556396484375e+02,2.160501556396484375e+02,2.160501556396484375e+02,2.160501556396484375e+02
2.500000000000000000e+01,2.164071044921875000e+02,2.164071044921875000e+02,2.164071044921875000e+02,2.164071044921875000e+02
2.600000000000000000e+01,2.225849151611328125e+02,2.225849151611328125e+02,2.225849151611328125e+02,2.225849151611328125e+02
